id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
851755476614238207,CB-2 Luxury Suite + Parking,492072839,Steve,,Parkwoods-Donalda,43.74356,-79.32541,Entire home/apt,119,121,0,,,95,365,0,
858287308290814257,CrocusC Toronto Home FreeParking,498799994,Nick,,Wexford/Maryvale,43.76767392626104,-79.3078100100544,Entire home/apt,127,33,0,,,386,282,0,
838600422486117539,Central Studio Apartment Downtown Toronto,35208985,Jason,,Church-Yonge Corridor,43.653196058537,-79.37554766900057,Entire home/apt,90,28,0,,,8,343,0,
763054476456587451,Upper Beach Family Apartment,16014326,Tanisia,,Woodbine Corridor,43.67969,-79.31055,Entire home/apt,125,30,0,,,2,12,0,
764637421786681473,2bd Simplified space to cal home,233676358,Benjamin,,Henry Farm,43.77175,-79.34429,Entire home/apt,200,28,1,2022-11-27,0.23,1,0,1,Exempt
846358957972639600,House in Toronto,49965856,Alona,,Stonegate-Queensway,43.629750752059714,-79.49338750005053,Entire home/apt,280,28,0,,,1,365,0,
765363766083874605,Cumberland 1BR City View Suite,488661048,Anooshiravan,,Annex,43.67128,-79.39314,Entire home/apt,345,28,0,,,1,364,0,STR-2102-HXCRVL
767403549438524641,"Lake view Condo Next To CN Tower, Downtown Toronto",448241454,Sanchez,,Waterfront Communities-The Island,43.64491,-79.37418,Entire home/apt,145,40,0,,,11,0,0,
767892443705579198,Little Italy Apartment for 3,489061469,Laure Anne,,Trinity-Bellwoods,43.65376,-79.41574,Entire home/apt,79,28,2,2023-01-02,0.47,14,25,2,
767993955507855140,Bright & quiet condo in Toronto near subway,20378098,Trung Dung,,Yorkdale-Glen Park,43.7150093,-79.45426940000002,Private room,100,2,9,2023-02-26,2.57,1,1,9,STR-2211-GJLVHS
51944461,Modern Toronto home with 4 bedrooms & work spaces,40506458,Matthew,,South Riverdale,43.66294,-79.34192,Entire home/apt,490,3,54,2023-03-27,2.98,1,59,42,STR-2108-FTBPHC
768309015697005070,Lovely 1BDRM Downtown Suite - Lakeview/CN view,489122390,Ashwin,,Waterfront Communities-The Island,43.6395,-79.38199,Entire home/apt,120,28,0,,,1,131,0,STR-2204-GVXBHH
17668748,Studio apartment in Toronto!,69450805,Rahwa,,York University Heights,43.75045,-79.49044,Entire home/apt,70,28,108,2022-07-31,1.46,1,63,1,
